Hogar,ID Individuo,Núcleo,PaísOrigen,TieneDNI,EdadMeses,Sexo,RelconJefeFlia,Educacion,EstuActual,Trabaja,NoTrabBusca,SiTrabHaceCuanto,SiTrabFormal,Ocupacion,ProbSalud,DiscaCroni,Embarazo,RecibePlanSocial,TipoPlanSocial1,TipoPlanSocial2,IngTrab,IngPlan,EdadHijoMenorMess,CantTotalDePers,CantTotalDeMuj,CantPersSinProbSal,CantTotalHijos,CantTotalHijMen18,CantJefHog,CantPersTrab,CantPersTrabForm,CantEmb,CantEnfCron,CantPersEdadTrab2560,Barrio,Zona,Sede,TiempoViveBarrio,TiempoViveCasa,DimCasa,AmbCasa,CantCamas,CantPersCasa,EstPropCasa,Inunda,Viento,Humeda,Inestable,OtraSit,PoseeTerrenoAdec,UsoVDE,MatTecho,MatParedes,TipoPiso,EstadoTecho,EstadoPared,EstadoPiso,EstPropTerreno,UbicTerreno,SitDomTerreno,HundimientoTerreno,PozoNegroTerreno,NoEspacioTerreno,CañosEscPisoTerreno,InundacionesTerreno,MatConst,TieneTerrenoVDE,Campo39,AccesoAgua,Baño,ConexionLuz,ConexionAgua,ElimSanitaria,ComoCocina,Prioridad,
10871,1087001,1,Argentina,Si,529,Femenino,Jefe de Hogar,05 - Primaria Completa,No,Si,,3,No,Empleada Doméstica,Diabetes,No,No,Si,AUH,Ninguno,1300,1200,42,5,2,4,4,4,1,1,,,,1,"14 de Febrero, Almirante Brown",Almirante Brown,01 - Buenos Aires,2,2,35,3,8,8,01 - Propia,No,Si,No,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,07 - Madera,01 - Cemento,03 - Irrecuperable,01 - Bueno,01 - Bueno,01 - Propio,01 - Donde vive ahora,02 - En vías de regularización,No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,
10901,1090001,1,Argentina,Si,318,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,No,,,No Trabaja,Ninguno,No,No,Si,AUH,Ninguno,0,440,9,3,1,2,2,2,1,,,,,1,"Los Cedros, Moreno",Moreno,01 - Buenos Aires,5,2,22,2,2,3,03 - Prestada,Si,Si,Si,No,No,,,01 - Chapa,07 - Madera,01 - Cemento,02 - Reparable,02 - Reparable,03 - Irrecuperable,04 - Otra Situacion,03 - En otro sector del mismo barrio,02 - En vías de regularización,Si,No,No,No,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,01 - No tiene,"04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,01 - No tiene,03 - Garrafa,04 - Alta,
10961,1096001,1,Argentina,Si,281,Femenino,Jefe de Hogar,05 - Primaria Completa,No,No,No,,,Acompañante de Niños/Ancianos/Enfermos,Ninguno,No,No,Si,AUH,Ninguno,2500,430,25,4,1,3,2,2,2,1,,,,1,"Los Cedros, Moreno",Moreno,01 - Buenos Aires,3,1,15,2,4,6,01 - Propia,No,Si,No,Si,No,,,05 - Madera,07 - Madera,01 - Cemento,01 - Bueno,02 - Reparable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,Si,No,Si,02 - Dormitorio adicional,05 - Le pide a un vecino,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",06 -Otro,01 - No tiene,03 - Garrafa,03 - Media-Alta,
10971,1097001,1,Argentina,Si,387,Femenino,Jefe de Hogar,05 - Primaria Completa,No,No,No,,,Ama de Casa,Ninguno,No,No,Si,AUH,Ninguno,1500,864,3,7,3,7,5,5,1,1,,,,2,"Los Tronquitos, Florencio Varela",Florencio Varela,01 - Buenos Aires,5,5,16,2,3,6,03 - Prestada,Si,Si,Si,No,No,Si,04 - Vivienda Unica,01 - Chapa,07 - Madera,01 - Cemento,02 - Reparable,02 - Reparable,01 - Bueno,03 - Prestado,01 - Donde vive ahora,02 - En vías de regularización,No,Si,No,No,No,No,Si,03 - Vivienda única,05 - Le pide a un vecino,"02 - Si, dentro de la casa","03 - Si, con medidor particular",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,
11,1003,1,Argentina,Si,987,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,No,,,Ama de Casa,Adicciones,No,Si,Si,AUH,Ninguno,0,500,25,3,2,,2,2,1,,,2,,0,"El Manzanar, Pilar",Pilar,01 - Buenos Aires,10,10,,1,5,8,01 - Propia,Si,Si,Si,Si,No,,,04 - Lona / Cartón / Adobe,06 -Lona / Cartón / Adobe / Paja,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,Si,No,Si,03 - Vivienda única,05 - Le pide a un vecino,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,01 - No tiene,01 - Brasera a leña,04 - Alta,
11011,1101001,1,Argentina,Si,419,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,,,,Ama de Casa,Ninguno,No,No,Si,AUH,Ninguno,3356,720,23,7,3,6,5,5,2,2,,,1,1,"Nicole, La Matanza",La Matanza,01 - Buenos Aires,10,10,21,2,5,7,01 - Propia,No,Si,No,No,No,,,01 - Chapa,05 - Ladrillo,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","02 - Si, con medidor comunitario","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,04 - Alta,
11021,1102001,1,Argentina,Si,349,Femenino,Jefe de Hogar,05 - Primaria Completa,No,No,No,,,Vendedor,Ninguno,No,Si,Si,AUH,Ninguno,4000,740,27,6,1,5,4,4,2,1,,1,1,2,"Atalaya, Moreno",Moreno,01 - Buenos Aires,1,1,18,2,3,6,01 - Propia,Si,Si,Si,Si,No,,,01 - Chapa,03 - Chapa,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,Si,No,Si,No,No,Si,03 - Vivienda única,02 - Comunitario,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,
11031,1103001,1,Argentina,Si,196,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,No,,,,Ama de Casa,Otra,No,Si,Si,AUH,Ninguno,1600,270,12,3,1,1,1,1,2,1,,1,,0,"La Porteña, Ezeiza",Ezeiza,01 - Buenos Aires,1,0,9,1,2,3,01 - Propia,No,Si,Si,Si,No,,,01 - Chapa,07 - Madera,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,Si,No,No,No,Si,03 - Vivienda única,01 - No tiene,01 - No tiene,"04 - Si, irregular (""colgado"")",06 -Otro,01 - No tiene,03 - Garrafa,04 - Alta,
11061,1106002,1,Argentina,Si,288,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,No,No,,,Ama de Casa,Ninguno,No,No,Si,AUH,Ninguno,1200,360,36,4,3,4,2,2,2,1,,,,1,"Ovejero, Escobar",Escobar,01 - Buenos Aires,32,1,6,1,2,4,01 - Propia,Si,Si,No,Si,Si,Si,02 - Dormitorio Adicional,01 - Chapa,07 - Madera,03 - Madera,02 - Reparable,03 - Irrecuperable,03 - Irrecuperable,03 - Prestado,03 - En otro sector del mismo barrio,,,,,,,No,Si,02 - Dormitorio adicional,05 - Le pide a un vecino,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",06 -Otro,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,
11071,1107002,1,Argentina,Si,541,Femenino,Jefe de Hogar,05 - Primaria Completa,,No,No,,,No Trabaja,Ninguno,No,No,Si,AUH,Ninguno,0,450,111,4,2,3,2,2,2,,,,,2,"Sol y Verde, José C. Paz",José C. Paz,01 - Buenos Aires,6,5,15,2,4,4,01 - Propia,Si,Si,No,No,No,,,01 - Chapa,07 - Madera,01 - Cemento,02 - Reparable,03 - Irrecuperable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,03 - Dentro de la casa,"02 - Si, dentro de la casa","03 - Si, con medidor particular",05 - Pozo / Aljibe,03 - Pozo negro,04 - Gas natural,03 - Media-Alta,
11111,1111001,1,Argentina,Si,235,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,,No,,,,No Trabaja,Ninguno,No,No,Si,AUH,Ninguno,2000,440,9,4,3,2,2,2,1,1,,,,0,"Puente de Fierro, La Plata",La Plata,04 - Gran La Plata,4,4,9,1,2,4,03 - Prestada,No,Si,No,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,07 - Madera,03 - Madera,02 - Reparable,01 - Bueno,01 - Bueno,03 - Prestado,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,Si,No,No,Si,02 - Dormitorio adicional,03 - Dentro de la casa,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,04 - Alta,
11131,1113001,1,Argentina,Si,310,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,No,No,,,No Trabaja,Ninguno,No,No,Si,AUH,Ninguno,1000,800,16,4,2,3,2,2,2,1,,,,1,"14 de Febrero, Almirante Brown",Almirante Brown,01 - Buenos Aires,1,1,23,2,3,4,01 - Propia,Si,Si,No,Si,No,,,01 - Chapa,07 - Madera,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,02 - Reparable,01 - Propio,01 - Donde vive ahora,02 - En vías de regularización,No,No,No,No,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,
11251,1125001,1,Argentina,Si,277,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,No,,,No Trabaja,Ninguno,No,No,Si,AUH,Ninguno,0,600,22,5,3,3,3,3,1,,,,,0,"La Mecánica, La Plata",La Plata,04 - Gran La Plata,3,1,18,2,4,5,02 - Alquilada,No,Si,No,No,No,Si,04 - Vivienda Unica,05 - Madera,07 - Madera,01 - Cemento,03 - Irrecuperable,02 - Reparable,01 - Bueno,04 - Otra Situacion,03 - En otro sector del mismo barrio,03 - Regular (con título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,03 - Dentro de la casa,"02 - Si, dentro de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,01 - Baja,
11281,1128001,1,Argentina,Si,421,Femenino,Jefe de Hogar,05 - Primaria Completa,No,No,No,,,No Trabaja,Ninguno,No,Si,Si,AUH,Ninguno,0,530,32,4,1,4,3,3,1,,,1,,1,"Ingeniero Allan, Florencio Varela",Florencio Varela,01 - Buenos Aires,6,6,24,2,4,4,03 - Prestada,Si,Si,No,No,No,,,01 - Chapa,07 - Madera,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,02 - Reparable,03 - Prestado,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,Si,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","03 - Si, con medidor particular",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,
11291,1129001,1,Argentina,Si,408,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,,Si,,1,No,Changarín,Ninguno,No,Si,Si,AUH,Ninguno,1000,440,70,3,2,3,2,2,1,1,,1,,1,"IAPI, Quilmes",Quilmes,01 - Buenos Aires,20,20,30,3,4,5,01 - Propia,Si,No,Si,Si,No,,,01 - Chapa,05 - Ladrillo,01 - Cemento,01 - Bueno,01 - Bueno,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,03 - Dentro de la casa,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,
11341,1134001,1,Argentina,Si,297,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,Si,,2,No,Empleada Doméstica,Ninguno,No,No,Si,AUH,Ninguno,2200,600,8,5,2,5,3,3,2,2,,,,1,"Los Tronquitos, Florencio Varela",Florencio Varela,01 - Buenos Aires,34,3,32,2,3,5,01 - Propia,No,Si,Si,Si,No,Si,04 - Vivienda Unica,01 - Chapa,07 - Madera,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,02 - En vías de regularización,No,No,No,No,No,No,Si,03 - Vivienda única,05 - Le pide a un vecino,"03 - Si, fuera de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,04 - Alta,
11381,1138001,1,Argentina,Si,468,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,No,No,,,Ama de Casa,Ninguno,No,No,Si,AUH,Ninguno,2800,430,139,4,2,3,1,1,2,1,1,,,2,"Luchetti, Pilar",Pilar,01 - Buenos Aires,4,1,50,4,5,10,02 - Alquilada,Si,Si,Si,No,No,,,01 - Chapa,07 - Madera,01 - Cemento,02 - Reparable,02 - Reparable,02 - Reparable,04 - Otra Situacion,03 - En otro sector del mismo barrio,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,No,02 - Dormitorio adicional,03 - Dentro de la casa,"02 - Si, dentro de la casa","03 - Si, con medidor particular",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,
11391,1139001,1,Argentina,Si,277,Femenino,Jefe de Hogar,08 - Secundaria Completa,No,No,No,,,Ama de Casa,Otra,No,No,Si,Ninguno,Ninguno,2000,0,12,5,2,3,3,3,2,1,,,1,1,"Los Lapachitos, Posadas",Posadas,05 - Misiones,4,4,25,2,3,5,01 - Propia,Si,No,Si,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,07 - Madera,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,01 - Bueno,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,04 - Alta,
11401,1140001,1,Argentina,Si,339,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,,,,No Trabaja,Ninguno,No,No,Si,AUH,Ninguno,2683,340,12,3,1,3,1,1,2,1,,,,1,"San Atilio - Santa Rosa, Jose C Paz",Jose C. Paz,01 - Buenos Aires,13,13,20,1,2,4,01 - Propia,Si,Si,No,No,No,,,04 - Lona / Cartón / Adobe,07 - Madera,01 - Cemento,02 - Reparable,01 - Bueno,01 - Bueno,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,01 - No tiene,01 - No tiene,"04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,
11421,1142001,1,Argentina,Si,253,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,,,,Ama de Casa,Ninguno,No,Si,Si,AUH,Ninguno,2400,400,20,4,3,4,2,2,2,1,,1,,0,"Vista Linda, Ezeiza",Ezeiza,01 - Buenos Aires,7,7,20,3,2,4,01 - Propia,No,Si,No,Si,No,,,01 - Chapa,07 - Madera,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,02 - Reparable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,01 - No tiene,"04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,01 - No tiene,03 - Garrafa,04 - Alta,
1151,115001,1,Argentina,Si,408,Femenino,Jefe de Hogar,08 - Secundaria Completa,No,No,,,,Ama de Casa,Ninguno,No,No,Si,AUH,Ninguno,0,1700,78,7,5,5,6,6,1,,,,,1,"La Tosquera, Corrientes",Corrientes,03 - Corrientes,3,3,6,1,2,7,01 - Propia,No,Si,Si,Si,No,,,04 - Lona / Cartón / Adobe,06 -Lona / Cartón / Adobe / Paja,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),Si,No,No,No,Si,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,02 - Media-Baja,
11521,1152001,1,Argentina,Si,334,Femenino,Jefe de Hogar,05 - Primaria Completa,No,No,No,,,Ama de Casa,Ninguno,No,No,Si,AUH,Ninguno,2000,360,5,6,3,5,4,4,2,1,,,,2,"14 de Febrero, Almirante Brown",Almirante Brown,01 - Buenos Aires,2,2,10,2,3,6,01 - Propia,No,Si,No,Si,No,Si,02 - Dormitorio Adicional,01 - Chapa,03 - Chapa,01 - Cemento,02 - Reparable,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,02 - En vías de regularización,No,No,No,No,No,Si,Si,02 - Dormitorio adicional,06 - Otro,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,02 - Media-Baja,
1157,1157001,,Argentina,Si,304,Masculino,Jefe de Hogar,07 - Secundaria Incompleta,No,Si,,2,No,Changarín,Otra,No,No,Si,AUH,Ninguno,2000,920,25,4,1,1,2,2,2,1,,,,1,"Los Lapachitos, Posadas",Posadas,05 - Misiones,3,1,18,2,3,4,01 - Propia,Si,Si,Si,No,No,Si,04 - Vivienda Unica,04 - Lona / Cartón / Adobe,07 - Madera,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,02 - Reparable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",04 - Otro,03 - Garrafa,03 - Media-Alta,
11591,1159001,1,Argentina,Si,326,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,No,,,No Trabaja,Otra,Si,No,Si,AUH,Ninguno,1600,1450,101,7,2,5,5,5,2,1,,,2,2,"Los Cedros, Moreno",Moreno,01 - Buenos Aires,15,13,40,3,6,7,01 - Propia,No,Si,Si,No,No,,,01 - Chapa,05 - Ladrillo,01 - Cemento,03 - Irrecuperable,02 - Reparable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,Si,No,Si,No,No,Si,03 - Vivienda única,05 - Le pide a un vecino,"02 - Si, dentro de la casa","03 - Si, con medidor particular",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,
11601,1160002,1,Argentina,Si,314,Femenino,Jefe de Hogar,03 - Primaria En Curso,Si,Si,,1,No,Plan Social,Ninguno,No,No,Si,AUH,Ninguno,5000,1500,24,5,3,4,3,3,2,2,,,,2,"Punta Taitalo, Corrientes",Corrientes,03 - Corrientes,30,10,12,1,3,5,01 - Propia,No,Si,Si,No,No,,,04 - Lona / Cartón / Adobe,05 - Ladrillo,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,04 - Alta,
11621,1162002,1,Argentina,Si,425,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,,,,Ama de Casa,Ninguno,No,No,Si,AUH,Ninguno,2800,270,53,6,2,2,4,4,2,1,,,,2,"La Porteña, Ezeiza",Ezeiza,01 - Buenos Aires,10,10,20,1,4,4,01 - Propia,Si,Si,No,Si,No,,,01 - Chapa,03 - Chapa,01 - Cemento,02 - Reparable,02 - Reparable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","02 - Si, con medidor comunitario",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,
11671,1167002,1,Argentina,Si,265,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,No,No,,,No Trabaja,Ninguno,No,No,Si,AUH,Ninguno,2000,360,21,9,4,8,7,7,2,1,,,,1,"14 de Febrero, Almirante Brown",Almirante Brown,01 - Buenos Aires,1,1,48,4,8,9,01 - Propia,No,Si,Si,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,07 - Madera,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,02 - Reparable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,02 - En vías de regularización,No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,
11711,1171001,1,Argentina,Si,230,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,No,,,No Trabaja,Ninguno,No,No,Si,AUH,Ninguno,1200,220,1,3,2,3,1,1,2,1,,,,0,"Luchetti, Pilar",Pilar,01 - Buenos Aires,19,2,16,1,2,3,01 - Propia,Si,No,Si,Si,No,Si,02 - Dormitorio Adicional,05 - Madera,07 - Madera,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,,No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,
11751,1175001,1,Argentina,Si,404,Femenino,Jefe de Hogar,05 - Primaria Completa,No,No,No,,,Ama de Casa,Ninguno,No,No,Si,AUH,Ninguno,0,1008,27,7,4,7,6,6,1,,,,,1,"IAPI, Quilmes",Quilmes,01 - Buenos Aires,3,3,18,1,5,6,01 - Propia,Si,Si,Si,No,No,,,06 - Teja o Losa,05 - Ladrillo,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,01 - Bueno,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,Si,No,Si,No,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,04 - Alta,
11801,1180001,1,Argentina,Si,463,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,Si,,,No Trabaja,Ninguno,No,Si,Si,AUH,Ninguno,0,300,73,2,2,2,1,1,1,,,1,,1,"Sol y Verde, José C. Paz",José C. Paz,01 - Buenos Aires,0,0,9,1,2,2,01 - Propia,Si,Si,Si,Si,No,,,01 - Chapa,07 - Madera,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,Si,Si,03 - Vivienda única,05 - Le pide a un vecino,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,02 - Calentador eléctrico,04 - Alta,
11811,1181001,1,Argentina,Si,414,Femenino,Jefe de Hogar,05 - Primaria Completa,No,No,No,,,Ama de Casa,Ninguno,No,No,Si,AUH,Ninguno,4500,1080,25,9,6,8,7,7,2,1,,,,2,"Sol y Verde, José C. Paz",José C. Paz,01 - Buenos Aires,17,2,20,3,7,9,01 - Propia,No,Si,Si,No,No,,,06 - Teja o Losa,07 - Madera,04 - Tierra / Alfombra sobre tierra,01 - Bueno,01 - Bueno,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,05 - Le pide a un vecino,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,
1184,1184001,,Argentina,Si,329,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,,No,No,,,No Trabaja,Ninguno,No,No,Si,AUH,Ninguno,0,1500,13,5,3,5,4,4,1,,,,,1,"Rio Parana, Corrientes",Corrientes,03 - Corrientes,9,1,12,1,2,5,03 - Prestada,Si,Si,Si,Si,No,,,01 - Chapa,06 -Lona / Cartón / Adobe / Paja,04 - Tierra / Alfombra sobre tierra,01 - Bueno,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,01 - No tiene,"04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,04 - Alta,
11861,1186001,1,Argentina,Si,333,Femenino,Jefe de Hogar,08 - Secundaria Completa,No,No,No,,,Ama de Casa,Ninguno,No,No,Si,Ninguno,Ninguno,0,0,84,3,3,3,2,2,1,,,,,1,"La Cariñosa, Rosario",Rosario,08 - Rosario,0,0,11,1,3,3,01 - Propia,Si,Si,Si,Si,No,Si,02 - Dormitorio Adicional,04 - Lona / Cartón / Adobe,03 - Chapa,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,03 - Prestado,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,01 - No tiene,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")",06 -Otro,03 - Pozo negro,03 - Garrafa,04 - Alta,
1191,119002,1,Argentina,Si,563,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,No,No,,,Ama de Casa,Otra,No,No,Si,AUH,Ninguno,1689,2880,91,7,4,6,5,4,1,1,,,,2,"Rio Parana, Corrientes",Corrientes,03 - Corrientes,8,8,22,2,4,10,01 - Propia,No,Si,Si,No,No,,,04 - Lona / Cartón / Adobe,06 -Lona / Cartón / Adobe / Paja,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,Si,Si,Si,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,
